Student Name,Event Name,Dept,College,City,District,feedback
Tammy Harris,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Matthew Ortiz MD,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Michael Schaefer,AI & Machine Learning Expo,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,5.0
Jennifer Martin,Reinforcement Learning Summit 2024,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Patricia Lawson,Web Dev Con,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Steven Williams,International Marathon,ECE,PSG College of Technology,Coimbatore,Coimbatore,2.0
Justin Mitchell,Global AI Research Conference,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Michael Moore,Global Cybersecurity Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Jeremy Bray,Global AI Research Conference,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Richard King,Reinforcement Learning Summit 2024,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Allen Watson,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Christopher Holt,AI & Machine Learning Expo,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Charles Mccarthy,Advanced Robotics Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Matthew Hudson,Blockchain Summit 2024,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Charles Bell,Blockchain Summit 2024,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Dylan Taylor,Power Systems Conference,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Philip Nelson,Blockchain Summit 2024,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Sheryl Walsh,AI & Machine Learning Expo,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Jeffery Reynolds,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Eugene Lindsey,Web Dev Con,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Laura Ryan,Quantum Computing in Practice Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
John Clark,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Bruce Martinez,Ethical Hacking Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Henry Pope,Electric Vehicle Expo,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Anthony Smith,Cybersecurity Expo 2024,CSBS,VIT University,Vellore,Vellore,4.0
Jennifer Gray,Advanced Robotics Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Diane Gordon,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Johnny Page,Global AI Research Conference,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Pamela Willis,AI & Machine Learning Expo,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,5.0
Amber Cortez,Cybersecurity Expo 2024,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Jennifer Walton,Reinforcement Learning Summit 2024,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Jason Mahoney,Electric Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Lisa Baker,Startup Funding Summit,EEE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Joe Paul,Frontend Mastery Workshop,CSE,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Anita Gallegos,Electric Vehicle Expo,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
William Clark,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Michael Moyer,Power Systems Conference,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Frank Ferguson,Quantum Computing in Practice Symposium,EEE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Tracy Morris,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Brittany Woods,Ethical Hacking Workshop,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Kyle Edwards,Blockchain Summit 2024,CSE,PSG College of Technology,Coimbatore,Coimbatore,2.0
David Ayers,Global Cybersecurity Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Tracie Hill,Blockchain Summit 2024,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Christopher Campbell,Frontend Mastery Workshop,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Jesus Martinez,Ethical Hacking Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Ryan Hernandez,Startup Funding Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Daniel Moore,Web Dev Con,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Colin Haley,International Marathon,EEE,PSG College of Technology,Coimbatore,Coimbatore,2.0
Jamie Sharp,AI & Machine Learning Expo,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Carolyn Farmer,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Karl Miller,Startup Funding Summit,EEE,SSN College of Engineering,Chennai,Chennai,4.0
Alison Smith,Reinforcement Learning Summit 2024,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Jeff Reynolds DVM,AI & Machine Learning Expo,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Blake Wilson,Quantum Computing in Practice Symposium,EEE,SSN College of Engineering,Chennai,Chennai,5.0
Danny Mercer,Cybersecurity Expo 2024,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Amy Evans,Blockchain Summit 2024,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Jacob Cabrera,Startup Funding Summit,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Ronald Blevins,Quantum Computing in Practice Symposium,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Nicholas Compton,Global AI Research Conference,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Timothy Wagner,Global AI Research Conference,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Robert Lee,Reinforcement Learning Summit 2024,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Gary Berg DDS,Web Dev Con,CSE,SSN College of Engineering,Chennai,Chennai,4.0
Brandy Reed,Global Cybersecurity Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Gabrielle Vargas,Web Dev Con,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Andrew Jones,Ethical Hacking Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Erik Flores,Blockchain Summit 2024,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,2.0
Henry Thornton,Blockchain Summit 2024,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Cheryl Robinson,Blockchain Summit 2024,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2.0
Monique Larson,International Marathon,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,1.0
Carol Hunter,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Elizabeth Pruitt,Ethical Hacking Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Laurie Randall,Cybersecurity Expo 2024,CSBS,SSN College of Engineering,Chennai,Chennai,5.0
Daniel Casey,Web Dev Con,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Sean Valdez,Frontend Mastery Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Shawn Jones,Web Dev Con,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Deanna Wilson,Electric Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Derek Love,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Brian Chandler,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Shannon Kelley,Web Dev Con,CSE,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Kyle Knight,Quantum Computing in Practice Symposium,EEE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Erin Williams,Blockchain Summit 2024,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Bethany Nicholson,Advanced Robotics Workshop,AI&DS,SSN College of Engineering,Chennai,Chennai,3.0
Brandon Shaw,AI & Machine Learning Expo,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Joseph Anderson,Global AI Research Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Yvonne Mercado,Electric Vehicle Expo,ECE,PSG College of Technology,Coimbatore,Coimbatore,5.0
John Sharp,Blockchain Summit 2024,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Mrs. Erin Jackson,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Richard Gonzalez,International Marathon,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,1.0
Mark Schroeder,Web Dev Con,CSE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Julie White DDS,Startup Funding Summit,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Adrian Morgan,Advanced Robotics Workshop,AI&DS,SSN College of Engineering,Chennai,Chennai,3.0
Rick Adams,Global Cybersecurity Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Claudia Pitts,AI & Machine Learning Expo,AI&DS,VIT University,Vellore,Vellore,5.0
Kimberly Knight,Web Dev Con,CSE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Stephanie Sheppard,Electric Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Kevin Cole,International Marathon,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2.0
Pamela Brown DDS,Startup Funding Summit,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Madison Peters,Advanced Robotics Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Rebecca Davis,International Marathon,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Amanda King,Web Dev Con,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Julie Nolan,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Anthony Schroeder,AI & Machine Learning Expo,AI&DS,SSN College of Engineering,Chennai,Chennai,5.0
Eric Ingram,Cybersecurity Expo 2024,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Katherine Ramirez,Global AI Research Conference,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Jasmine Gomez,Global Cybersecurity Summit,CSBS,SSN College of Engineering,Chennai,Chennai,5.0
Mr. Kevin Wolf,Reinforcement Learning Summit 2024,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Andrew Flynn,Blockchain Summit 2024,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Chris Jennings,International Marathon,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2.0
David Gilbert,Quantum Computing in Practice Symposium,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Phyllis Clark,Global Cybersecurity Summit,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Kathleen Fry,Quantum Computing in Practice Symposium,EEE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Sabrina Gregory,International Marathon,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2.0
Derek Nguyen,Global Cybersecurity Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Krista York,Global AI Research Conference,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Connie Hernandez,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Courtney Callahan,Cybersecurity Expo 2024,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Jose Richards,Frontend Mastery Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Derek Taylor,Ethical Hacking Workshop,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Jenna Sellers,AI & Machine Learning Expo,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Sean Williams,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Joseph Roberson,Ethical Hacking Workshop,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Mark Glover,Global AI Research Conference,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Tony Foley,Frontend Mastery Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Henry Walsh,AI & Machine Learning Expo,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Tamara Moreno,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Katrina Singh,Ethical Hacking Workshop,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Sara Miller,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,1.0
James Phillips,Quantum Computing in Practice Symposium,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Ricardo Mathews,Web Dev Con,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Tammie Le,International Marathon,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Madison Dawson,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Charles Ramos,International Marathon,EEE,SSN College of Engineering,Chennai,Chennai,2.0
Rachel Little,Advanced Robotics Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Pamela Johnson,Web Dev Con,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Jason Johnson,Advanced Robotics Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Tina Berger,Power Systems Conference,ECE,VIT University,Vellore,Vellore,4.0
Jason Walsh,Power Systems Conference,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Shawn Crawford,Electric Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Susan Melendez,Blockchain Summit 2024,CSE,PSG College of Technology,Coimbatore,Coimbatore,1.0
Michael Bauer,Advanced Robotics Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Adam Hill,Quantum Computing in Practice Symposium,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Daniel Randolph,Startup Funding Summit,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Elizabeth Rivera,Global AI Research Conference,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Adam Evans,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Jeffrey Ramos,Quantum Computing in Practice Symposium,CSE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Carol Russell,International Marathon,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2.0
Lisa Fowler,Frontend Mastery Workshop,CSE,Anna University,Chennai,Chennai,5.0
Debra Callahan,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Donald Jefferson,Electric Vehicle Expo,ECE,SSN College of Engineering,Chennai,Chennai,5.0
Connie Fernandez,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Christina Serrano,Blockchain Summit 2024,CSE,PSG College of Technology,Coimbatore,Coimbatore,1.0
Robert Sloan,Advanced Robotics Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Jonathan Bennett,Web Dev Con,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Hannah Smith,Quantum Computing in Practice Symposium,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Melissa Harper,Web Dev Con,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Michael Brown,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Samantha Barr,Frontend Mastery Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Timothy Booth,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Dawn Castaneda,Blockchain Summit 2024,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,1.0
Sarah Burnett,AI & Machine Learning Expo,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Steven Brennan,Blockchain Summit 2024,CSE,SSN College of Engineering,Chennai,Chennai,1.0
Gabrielle Mcdonald,Quantum Computing in Practice Symposium,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Veronica Mitchell,Ethical Hacking Workshop,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Gregory Gomez,Quantum Computing in Practice Symposium,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Amanda Hernandez,International Marathon,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Daniel Bryant,Global AI Research Conference,AI&DS,VIT University,Vellore,Vellore,3.0
Austin Peters,Blockchain Summit 2024,CSE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Kyle Shelton,Cybersecurity Expo 2024,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Joshua Pace,Cybersecurity Expo 2024,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Donna Malone,AI & Machine Learning Expo,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Richard Peterson,Global Cybersecurity Summit,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Ashley Rice,International Marathon,ECE,SSN College of Engineering,Chennai,Chennai,2.0
Deanna Mcdonald,AI & Machine Learning Expo,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Gregory Sims,Electric Vehicle Expo,ECE,SSN College of Engineering,Chennai,Chennai,4.0
Jennifer Marquez,Frontend Mastery Workshop,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Patricia Mcdonald,Startup Funding Summit,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Jacob Brown,AI & Machine Learning Expo,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Edward Strong,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Julia Calderon,Advanced Robotics Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
George Lopez,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Ricky Stokes,Global AI Research Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Andrea Ponce,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Donald Hancock,Blockchain Summit 2024,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2.0
Amanda Hall,Reinforcement Learning Summit 2024,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Ellen Parrish,Ethical Hacking Workshop,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Lisa Patton,Frontend Mastery Workshop,CSE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Jonathon Fisher,International Marathon,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
John Duke,Ethical Hacking Workshop,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Michael Holland,Blockchain Summit 2024,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,1.0
Savannah Nguyen,Startup Funding Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Wesley Smith,Frontend Mastery Workshop,CSE,SSN College of Engineering,Chennai,Chennai,5.0
Joseph Smith,Power Systems Conference,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Jocelyn Lopez,AI & Machine Learning Expo,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Jessica Herman,Global Cybersecurity Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Mrs. Sarah Sanchez,Blockchain Summit 2024,CSE,SSN College of Engineering,Chennai,Chennai,2.0
Jeffery Norton,International Marathon,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2.0
Charles Mills,Advanced Robotics Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Charles Cooper,Ethical Hacking Workshop,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Mary Valdez,Cybersecurity Expo 2024,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Kenneth Jordan,Reinforcement Learning Summit 2024,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Megan Mccarthy,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Mark Robinson,Reinforcement Learning Summit 2024,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Ronald Herring PhD,Ethical Hacking Workshop,CSBS,VIT University,Vellore,Vellore,4.0
Susan Wiggins,Web Dev Con,CSE,VIT University,Vellore,Vellore,5.0
Colton Mccoy,Quantum Computing in Practice Symposium,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Kara Wiggins,Quantum Computing in Practice Symposium,AI&DS,BITS Pilani,Pilani,Pilani,3.0
Misty Chavez,Ethical Hacking Workshop,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Mr. Michael Lopez,Blockchain Summit 2024,CSE,PSG College of Technology,Coimbatore,Coimbatore,3.0
Christina Powell,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Mr. Jason Harris,AI & Machine Learning Expo,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Nicholas Martin,Blockchain Summit 2024,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Susan Ramirez,AI & Machine Learning Expo,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Gary Anderson,Global Cybersecurity Summit,CSBS,SSN College of Engineering,Chennai,Chennai,3.0
Christopher Smith,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Gina Boyd,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Benjamin Johnson,Frontend Mastery Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Dave Weaver,Global AI Research Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Nicholas Murray,Cybersecurity Expo 2024,CSBS,SSN College of Engineering,Chennai,Chennai,5.0
Kristina Sampson,International Marathon,CSE,SSN College of Engineering,Chennai,Chennai,2.0
Patrick Mckinney,Quantum Computing in Practice Symposium,AI&DS,SSN College of Engineering,Chennai,Chennai,3.0
Richard Hunter,Ethical Hacking Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Dalton Blackburn,Startup Funding Summit,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Connor Ryan,Ethical Hacking Workshop,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Stephen Humphrey,Startup Funding Summit,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Alexandria Gonzales,Frontend Mastery Workshop,CSE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Matthew Friedman,AI & Machine Learning Expo,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Courtney Scott MD,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Tracy Payne,Ethical Hacking Workshop,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Angela Lee,Quantum Computing in Practice Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Charles Foley,Reinforcement Learning Summit 2024,AI&DS,VIT University,Vellore,Vellore,4.0
Heather Peterson,Startup Funding Summit,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Edwin Medina,International Marathon,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Rebecca Paul,AI & Machine Learning Expo,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Amber George,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
James Cantrell,Cybersecurity Expo 2024,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Joseph Contreras,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Justin Moore,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,5.0
Kimberly Harris,Quantum Computing in Practice Symposium,ECE,VIT University,Vellore,Vellore,5.0
Christopher Glenn,Global AI Research Conference,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Christine Wilkinson,Web Dev Con,CSE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Jordan Schmidt,Cybersecurity Expo 2024,CSBS,PSG College of Technology,Coimbatore,Coimbatore,5.0
Gary Black,Advanced Robotics Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Calvin Hess,Web Dev Con,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Taylor Aguilar,Quantum Computing in Practice Symposium,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Stephen Randall,Frontend Mastery Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
