Student Name,Event Name,Dept,College,City,District,feedback
Dipta Arora,Startup Networking Night,ECE,St. Joseph's College,Trichy,Trichy,2
Balvan Mangat,Webinar on Quantum Computing,CSBS,NIT Trichy,Trichy,Trichy,4
Simon Badal,Business Idea Pitch Competition,EEE,St. Joseph's College,Trichy,Trichy,2
Kiaan Karpe,International Conference on AI and ML,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,2
Maya Brar,Blockchain App Development Hackathon,CSBS,NIT Trichy,Trichy,Trichy,4
Ubika Shenoy,Business Idea Pitch Competition,ECE,CIT College of Engineering,Coimbatore,Coimbatore,5
Chaitaly Bansal,Visit to Tesla's Gigafactory,CSE,Bharathidasan University,Trichy,Trichy,2
Varenya Dutta,Blockchain and Smart Contracts Workshop,ECE,BITS Pilani,Pilani,Pilani,2
Warinder Sethi,Webinar on Quantum Computing,CSBS,NIT Trichy,Trichy,Trichy,5
Mohammed Dave,Blockchain App Development Hackathon,CSBS,NIT Trichy,Trichy,Trichy,5
Hemani Bora,Webinar on Quantum Computing,AI&DS,NIT Trichy,Trichy,Trichy,4
Advika Mann,RoboWars - Autonomous Robot Battle,AI&DS,NIT Trichy,Trichy,Trichy,4
Harrison Balan,Mobile App Development (Android/iOS) Workshop,EEE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Ridhi Kara,Virtual Career Fair,CSE,CIT College of Engineering,Coimbatore,Coimbatore,3
Bishakha Mahajan,Cybersecurity Capture the Flag (CTF) Hackathon,CSBS,St. Joseph's College,Trichy,Trichy,3
Gautami Andra,IoT with Raspberry Pi and Arduino Workshop,CSBS,NIT Trichy,Trichy,Trichy,5
Dayita Raghavan,Alumni Networking Evening,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Qarin Venkatesh,Startup Networking Night,EEE,St. Joseph's College,Trichy,Trichy,2
Prisha Dewan,Startup Expo and Job Fair,EEE,St. Joseph's College,Trichy,Trichy,4
Ati Muni,TechX – The Ultimate Tech Festival,AI&DS,SASTRA Deemed to be University,Thanjavur,Thanjavur,5
Yutika Chowdhury,Innovation Week – Showcasing Student Projects,AI&DS,NIT Trichy,Trichy,Trichy,4
Yochana Sant,Alumni Networking Evening,AI&DS,Bharathidasan University,Trichy,Trichy,1
Charan Sha,Startup Networking Night,CSE,Bharathidasan University,Trichy,Trichy,5
Owen Kapoor,Langchain for LLM Applications Workshop,EEE,St. Joseph's College,Trichy,Trichy,5
Baghyawati Savant,Tech & Cultural Fusion Fest,CSE,St. Joseph's College,Trichy,Trichy,3
Karan Prabhu,RoboWars - Autonomous Robot Battle,EEE,St. Joseph's College,Trichy,Trichy,2
Balveer Bora,Business Idea Pitch Competition,ECE,Anna University,Chennai,Chennai,3
Eesha Subramanian,AI/ML Challenge,CSBS,NIT Trichy,Trichy,Trichy,0
Rachit Dayal,ACM ICPC Regional Coding Contest,CSBS,SASTRA Deemed to be University,Thanjavur,Thanjavur,1
Vritti Bose,Webinar on Quantum Computing,CSE,BITS Pilani,Pilani,Pilani,3
Jagat Bhat,Langchain for LLM Applications Workshop,CSE,St. Joseph's College,Trichy,Trichy,4
Michael Nigam,Blockchain App Development Hackathon,CSE,Bharathidasan University,Trichy,Trichy,4
Hemal Chahal,Machine Learning with Python Workshop,ECE,CIT College of Engineering,Coimbatore,Coimbatore,4
Bahadurjit Walla,Deep Learning Online Workshop,ECE,St. Joseph's College,Trichy,Trichy,1
Ucchal Barad,Webinar on Quantum Computing,AI&DS,VIT University,Vellore,Vellore,4
Advaith Kanda,Cybersecurity Trends & Innovations Seminar,CSBS,BITS Pilani,Pilani,Pilani,1
Vamakshi Bhardwaj,Virtual Career Fair,AI&DS,Bharathidasan University,Trichy,Trichy,4
Chakradev Sekhon,Blockchain and Cryptocurrencies Summit,CSBS,Bharathidasan University,Trichy,Trichy,4
Samaksh Deol,Virtual Career Fair,CSBS,St. Joseph's College,Trichy,Trichy,5
Yashica Dada,Langchain for LLM Applications Workshop,ECE,NIT Trichy,Trichy,Trichy,0
Eiravati Amble,Webinar on Quantum Computing,AI&DS,SSN College of Engineering,Chennai,Chennai,4
Sara Ganguly,Web Development with React Workshop,CSE,NIT Trichy,Trichy,Trichy,3
Vaishnavi Choudhury,IoT with Raspberry Pi and Arduino Workshop,EEE,St. Joseph's College,Trichy,Trichy,4
Suhani Dixit,Deep Learning Online Workshop,AI&DS,Bharathidasan University,Trichy,Trichy,2
Daksha Narayan,GitHub Open Source Contribution Day,AI&DS,NIT Trichy,Trichy,Trichy,5
Azad Pathak,Innovation Week – Showcasing Student Projects,CSE,NIT Trichy,Trichy,Trichy,2
Karan Mitra,Web Development with React Workshop,CSE,St. Joseph's College,Trichy,Trichy,2
Tara Pillai,Tech & Cultural Fusion Fest,ECE,St. Joseph's College,Trichy,Trichy,2
Pranav Badal,Blockchain App Development Hackathon,EEE,Bharathidasan University,Trichy,Trichy,3
Kevin Kuruvilla,AI/ML Challenge,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5
Watika Mistry,IoT with Raspberry Pi and Arduino Workshop,AI&DS,St. Joseph's College,Trichy,Trichy,0
Idika Parsa,Kaggle Data Science Challenge,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,5
Parth Dhar,Alumni Networking Evening,ECE,Bharathidasan University,Trichy,Trichy,5
Simon Mander,Virtual Career Fair,CSE,SSN College of Engineering,Chennai,Chennai,5
Pratyush Oza,Sustainability Tech Expo,EEE,NIT Trichy,Trichy,Trichy,4
Onveer Tara,Business Idea Pitch Competition,CSE,Anna University,Chennai,Chennai,0
Ayushman Batra,Webinar on Quantum Computing,ECE,Bharathidasan University,Trichy,Trichy,5
Nimrat Raj,Tech for Good Challenge,EEE,SRM Institute of Science and Technology,Chennai,Chennai,1
Nihal Sachdeva,Deep Learning Online Workshop,ECE,Bharathidasan University,Trichy,Trichy,4
Faris Sane,Industry Insights Panel,CSE,Bharathidasan University,Trichy,Trichy,4
Dayamai Manne,Big Data Analytics with Apache Spark,EEE,SSN College of Engineering,Chennai,Chennai,2
Advika Gola,Business Idea Pitch Competition,EEE,St. Joseph's College,Trichy,Trichy,4
Chatresh Swamy,Startup Expo and Job Fair,EEE,SASTRA Deemed to be University,Thanjavur,Thanjavur,3
Karan Dhillon,Cloud Computing with AWS Workshop,AI&DS,BITS Pilani,Pilani,Pilani,0
Harshil Mane,Cybersecurity for Beginners Workshop,CSE,St. Joseph's College,Trichy,Trichy,5
Rushil Ramanathan,Visit to Tesla's Gigafactory,AI&DS,CIT College of Engineering,Coimbatore,Coimbatore,3
Om Varkey,Blockchain App Development Hackathon,AI&DS,Bharathidasan University,Trichy,Trichy,1
Praneel Ramesh,Langchain for LLM Applications Workshop,CSE,NIT Trichy,Trichy,Trichy,4
Udant Palla,Cybersecurity Capture the Flag (CTF) Hackathon,AI&DS,Bharathidasan University,Trichy,Trichy,4
Nisha Om,Cybersecurity Capture the Flag (CTF) Hackathon,AI&DS,Bharathidasan University,Trichy,Trichy,4
Gaurika Baria,Virtual Career Fair,ECE,Anna University,Chennai,Chennai,2
Frederick Bora,Business Idea Pitch Competition,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Aarini Batta,Blockchain and Cryptocurrencies Summit,ECE,St. Joseph's College,Trichy,Trichy,4
Odika Ahuja,International Conference on AI and ML,CSE,St. Joseph's College,Trichy,Trichy,1
Anay Mandal,Langchain for LLM Applications Workshop,CSBS,Bharathidasan University,Trichy,Trichy,4
Ria Kalla,Blockchain App Development Hackathon,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Lakshit Minhas,International Conference on AI and ML,CSE,PSG College of Technology,Coimbatore,Coimbatore,3
Udarsh Sangha,Machine Learning with Python Workshop,ECE,NIT Trichy,Trichy,Trichy,5
Garima Peri,Startup Expo and Job Fair,CSE,NIT Trichy,Trichy,Trichy,4
Eesha Andra,Mobile App Development (Android/iOS) Workshop,ECE,PSG College of Technology,Coimbatore,Coimbatore,2
Vedant Krishnamurthy,Big Data Analytics with Apache Spark,ECE,CIT College of Engineering,Coimbatore,Coimbatore,2
Chanakya Chhabra,Techathon 2024,CSBS,St. Joseph's College,Trichy,Trichy,3
Owen Mishra,ACM ICPC Regional Coding Contest,CSBS,St. Joseph's College,Trichy,Trichy,3
Lila Sehgal,Visit to Tesla's Gigafactory,EEE,SASTRA Deemed to be University,Thanjavur,Thanjavur,1
Azad Apte,Entrepreneurship in Tech Talk Series,ECE,VIT University,Vellore,Vellore,5
William Rao,IoT with Raspberry Pi and Arduino Workshop,ECE,Bharathidasan University,Trichy,Trichy,2
Laksh Dayal,Visit to Tesla's Gigafactory,CSBS,NIT Trichy,Trichy,Trichy,4
Zansi Kapoor,Entrepreneurship in Tech Talk Series,CSE,St. Joseph's College,Trichy,Trichy,4
Aahana Goel,Startup Expo and Job Fair,CSBS,NIT Trichy,Trichy,Trichy,3
Laban Raval,Cybersecurity for Beginners Workshop,CSBS,Bharathidasan University,Trichy,Trichy,5
Lekha Goel,Cybersecurity Capture the Flag (CTF) Hackathon,AI&DS,NIT Trichy,Trichy,Trichy,2
Jalsa Saxena,Sustainability Tech Expo,CSBS,St. Joseph's College,Trichy,Trichy,5
Nachiket Jha,Startup Networking Night,AI&DS,St. Joseph's College,Trichy,Trichy,4
Alka Bala,Kaggle Data Science Challenge,AI&DS,Bharathidasan University,Trichy,Trichy,3
Frederick Bora,IoT with Raspberry Pi and Arduino Workshop,EEE,St. Joseph's College,Trichy,Trichy,2
Amruta Lad,Langchain for LLM Applications Workshop,EEE,Anna University,Chennai,Chennai,3
Yutika Mistry,Startup Expo and Job Fair,ECE,NIT Trichy,Trichy,Trichy,4
Ekanta Misra,Webinar on Quantum Computing,ECE,SSN College of Engineering,Chennai,Chennai,3
Amruta Balan,Web Development with React Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Nakul Tailor,Cybersecurity Capture the Flag (CTF) Hackathon,AI&DS,NIT Trichy,Trichy,Trichy,5
Darika Mangal,Alumni Networking Evening,ECE,NIT Trichy,Trichy,Trichy,4
Faris Gaba,IoT with Raspberry Pi and Arduino Workshop,CSBS,NIT Trichy,Trichy,Trichy,2
Kala Bhasin,Innovation Week – Showcasing Student Projects,CSE,NIT Trichy,Trichy,Trichy,2
Anamika Kannan,IoT with Raspberry Pi and Arduino Workshop,EEE,St. Joseph's College,Trichy,Trichy,4
Upasna Uppal,Business Idea Pitch Competition,AI&DS,Bharathidasan University,Trichy,Trichy,5
Guneet Naik,Alumni Networking Evening,AI&DS,St. Joseph's College,Trichy,Trichy,4
Sachi Rama,Webinar on Quantum Computing,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Samaksh Rajagopalan,Mobile App Development (Android/iOS) Workshop,ECE,Anna University,Chennai,Chennai,3
Maanas Khatri,Visit to Tesla's Gigafactory,ECE,St. Joseph's College,Trichy,Trichy,4
Alexander Sethi,International Conference on AI and ML,CSE,NIT Trichy,Trichy,Trichy,5
Ishwar Dayal,Techathon 2024,ECE,CIT College of Engineering,Coimbatore,Coimbatore,5
Forum Sagar,Big Data Analytics with Apache Spark,CSBS,NIT Trichy,Trichy,Trichy,3
Zilmil Chauhan,Startup Expo and Job Fair,ECE,NIT Trichy,Trichy,Trichy,0
Andrew Dayal,Langchain for LLM Applications Workshop,EEE,Bharathidasan University,Trichy,Trichy,4
Lila Sarna,Virtual Career Fair,AI&DS,NIT Trichy,Trichy,Trichy,3
Hardik Natt,Machine Learning with Python Workshop,CSBS,NIT Trichy,Trichy,Trichy,2
Ekani Bose,Cloud Computing with AWS Workshop,ECE,NIT Trichy,Trichy,Trichy,5
Yuvraj Kaul,Startup Networking Night,CSE,Bharathidasan University,Trichy,Trichy,5
Zayyan Guha,Blockchain and Cryptocurrencies Summit,CSE,Bharathidasan University,Trichy,Trichy,4
Zansi Nayar,ACM ICPC Regional Coding Contest,CSBS,PSG College of Technology,Coimbatore,Coimbatore,5
Tristan Acharya,Big Data Analytics with Apache Spark,AI&DS,Bharathidasan University,Trichy,Trichy,5
Faras Garg,Web Development with React Workshop,ECE,VIT University,Vellore,Vellore,4
Januja Comar,Innovation Week – Showcasing Student Projects,CSBS,NIT Trichy,Trichy,Trichy,5
Geetika Thaman,GitHub Open Source Contribution Day,AI&DS,Bharathidasan University,Trichy,Trichy,5
Isha Khalsa,Startup Expo and Job Fair,CSE,BITS Pilani,Pilani,Pilani,4
Oviya Sastry,Blockchain and Smart Contracts Workshop,CSE,Bharathidasan University,Trichy,Trichy,1
Mekhala Kakar,Blockchain App Development Hackathon,CSBS,SSN College of Engineering,Chennai,Chennai,2
Ladli Saini,GitHub Open Source Contribution Day,EEE,St. Joseph's College,Trichy,Trichy,4
Kashvi Sahota,Alumni Networking Evening,EEE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Charles Wali,Tech & Cultural Fusion Fest,CSE,Bharathidasan University,Trichy,Trichy,1
Laksh Parmer,ACM ICPC Regional Coding Contest,EEE,NIT Trichy,Trichy,Trichy,4
Jack Naidu,IoT with Raspberry Pi and Arduino Workshop,AI&DS,CIT College of Engineering,Coimbatore,Coimbatore,4
Lavanya Mitter,International Conference on AI and ML,AI&DS,CIT College of Engineering,Coimbatore,Coimbatore,5
Banjeet Buch,Blockchain and Cryptocurrencies Summit,AI&DS,CIT College of Engineering,Coimbatore,Coimbatore,4
Orinder Basak,Cybersecurity Capture the Flag (CTF) Hackathon,ECE,Anna University,Chennai,Chennai,2
Warjas Sarin,ACM ICPC Regional Coding Contest,EEE,NIT Trichy,Trichy,Trichy,4
Adya Borra,Mobile App Development (Android/iOS) Workshop,EEE,CIT College of Engineering,Coimbatore,Coimbatore,5
Yahvi Sem,Deep Learning Online Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,2
Saksham Seth,Startup Expo and Job Fair,ECE,PSG College of Technology,Coimbatore,Coimbatore,5
Harshil Bhagat,Deep Learning Online Workshop,CSBS,Bharathidasan University,Trichy,Trichy,3
Bakhshi Jha,ACM ICPC Regional Coding Contest,ECE,Bharathidasan University,Trichy,Trichy,0
Nihal Dass,ACM ICPC Regional Coding Contest,ECE,CIT College of Engineering,Coimbatore,Coimbatore,2
Manthan Krish,Startup Networking Night,AI&DS,NIT Trichy,Trichy,Trichy,1
Vanya Butala,Blockchain and Cryptocurrencies Summit,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Jackson Loyal,Innovation Week – Showcasing Student Projects,AI&DS,St. Joseph's College,Trichy,Trichy,2
Gaurika Agate,Blockchain and Cryptocurrencies Summit,AI&DS,St. Joseph's College,Trichy,Trichy,3
Yoshita Tripathi,Cybersecurity for Beginners Workshop,EEE,SRM Institute of Science and Technology,Chennai,Chennai,5
Isaiah Balasubramanian,Cybersecurity for Beginners Workshop,CSBS,VIT University,Vellore,Vellore,5
Nisha Baral,International Conference on AI and ML,EEE,Anna University,Chennai,Chennai,5
Champak Jani,Business Idea Pitch Competition,ECE,Bharathidasan University,Trichy,Trichy,5
Kai Mammen,Techathon 2024,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,2
Kevin Borah,Techathon 2024,EEE,St. Joseph's College,Trichy,Trichy,0
Vasudha Mane,Startup Networking Night,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,2
Farhan Kurian,Innovation Week – Showcasing Student Projects,CSE,St. Joseph's College,Trichy,Trichy,0
Aarna Sarna,Tech for Good Challenge,CSBS,Anna University,Chennai,Chennai,4
Darika Pant,GitHub Open Source Contribution Day,ECE,St. Joseph's College,Trichy,Trichy,4
Zashil Swamy,Cybersecurity Trends & Innovations Seminar,CSE,St. Joseph's College,Trichy,Trichy,4
Frado Sachar,IoT with Raspberry Pi and Arduino Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4
Champak Bhatnagar,Visit to Tesla's Gigafactory,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,2
Devika Sethi,Cybersecurity Trends & Innovations Seminar,CSE,SASTRA Deemed to be University,Thanjavur,Thanjavur,5
Manan Nair,AI/ML Challenge,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Wishi Sunder,Tech for Good Challenge,AI&DS,Bharathidasan University,Trichy,Trichy,0
Harini Behl,Mobile App Development (Android/iOS) Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,0
Ojasvi Nanda,Machine Learning with Python Workshop,EEE,Bharathidasan University,Trichy,Trichy,4
Zashil Sha,Kaggle Data Science Challenge,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,1
Hema Varughese,Cybersecurity for Beginners Workshop,CSBS,Anna University,Chennai,Chennai,0
Radha Ratti,Blockchain and Smart Contracts Workshop,ECE,NIT Trichy,Trichy,Trichy,4
Anamika Nagar,Cloud Computing with AWS Workshop,ECE,St. Joseph's College,Trichy,Trichy,4
Suhani Wason,Langchain for LLM Applications Workshop,CSBS,NIT Trichy,Trichy,Trichy,4
William Nigam,Blockchain App Development Hackathon,AI&DS,BITS Pilani,Pilani,Pilani,3
Praneel Chaudry,Sustainability Tech Expo,CSBS,Bharathidasan University,Trichy,Trichy,5
Advay Toor,Visit to Tesla's Gigafactory,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Abdul Kibe,Machine Learning with Python Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5
Anamika Gulati,Industry Insights Panel,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,2
Amol Nagy,Mobile App Development (Android/iOS) Workshop,CSE,St. Joseph's College,Trichy,Trichy,4
Anika Kuruvilla,Blockchain App Development Hackathon,CSBS,St. Joseph's College,Trichy,Trichy,5
Anita Gour,Alumni Networking Evening,AI&DS,Bharathidasan University,Trichy,Trichy,4
Ekaraj Shah,RoboWars - Autonomous Robot Battle,CSBS,Bharathidasan University,Trichy,Trichy,4
Radhika Guha,ACM ICPC Regional Coding Contest,CSE,St. Joseph's College,Trichy,Trichy,3
Aahana Cheema,Industry Insights Panel,ECE,Bharathidasan University,Trichy,Trichy,4
Onkar Pandey,Visit to Tesla's Gigafactory,AI&DS,Bharathidasan University,Trichy,Trichy,3
Ojasvi Pandey,Web Development with React Workshop,AI&DS,St. Joseph's College,Trichy,Trichy,5
Bhavna Nagi,Industry Insights Panel,ECE,BITS Pilani,Pilani,Pilani,2
Harinakshi Bath,Cybersecurity Capture the Flag (CTF) Hackathon,ECE,NIT Trichy,Trichy,Trichy,5
Adya Pillay,Virtual Career Fair,AI&DS,St. Joseph's College,Trichy,Trichy,1
Gaurav Sem,Cybersecurity for Beginners Workshop,CSE,NIT Trichy,Trichy,Trichy,3
Urmi Saran,Sustainability Tech Expo,CSBS,NIT Trichy,Trichy,Trichy,2
Megha Ramachandran,Tech & Cultural Fusion Fest,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Karan Ravi,Alumni Networking Evening,CSE,NIT Trichy,Trichy,Trichy,4
Neha Dua,Startup Networking Night,AI&DS,Bharathidasan University,Trichy,Trichy,3
Anika Karpe,Startup Expo and Job Fair,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,1
Sarthak Goyal,Cloud Computing with AWS Workshop,ECE,SASTRA Deemed to be University,Thanjavur,Thanjavur,5
Sneha Kibe,Tech for Good Challenge,EEE,St. Joseph's College,Trichy,Trichy,3
Rishi Dixit,Kaggle Data Science Challenge,CSE,Bharathidasan University,Trichy,Trichy,3
Tara Luthra,Big Data Analytics with Apache Spark,CSE,Bharathidasan University,Trichy,Trichy,3
Max Bhalla,International Conference on AI and ML,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Akshay Yogi,AI/ML Challenge,CSBS,Bharathidasan University,Trichy,Trichy,3
Hitesh Nagarajan,Visit to Tesla's Gigafactory,ECE,NIT Trichy,Trichy,Trichy,2
Zashil Basak,Kaggle Data Science Challenge,CSE,SASTRA Deemed to be University,Thanjavur,Thanjavur,2
Krishna Mital,GitHub Open Source Contribution Day,EEE,VIT University,Vellore,Vellore,4
Arin Lall,Startup Networking Night,CSE,BITS Pilani,Pilani,Pilani,4
Ekiya Ghose,Tech & Cultural Fusion Fest,CSE,NIT Trichy,Trichy,Trichy,3
Falan Kuruvilla,Innovation Week – Showcasing Student Projects,CSE,NIT Trichy,Trichy,Trichy,3
Ridhi Madan,Blockchain and Cryptocurrencies Summit,AI&DS,Bharathidasan University,Trichy,Trichy,4
Varsha Baria,Innovation Week – Showcasing Student Projects,CSBS,St. Joseph's College,Trichy,Trichy,5
Tamanna Rastogi,Web Development with React Workshop,CSE,SASTRA Deemed to be University,Thanjavur,Thanjavur,3
Daksha Saraf,Cybersecurity Trends & Innovations Seminar,ECE,Bharathidasan University,Trichy,Trichy,2
Rajata Yadav,Cybersecurity Trends & Innovations Seminar,ECE,Bharathidasan University,Trichy,Trichy,3
Shaurya Mall,IoT with Raspberry Pi and Arduino Workshop,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Wridesh Basak,ACM ICPC Regional Coding Contest,EEE,Bharathidasan University,Trichy,Trichy,2
Vrinda Chacko,Cybersecurity for Beginners Workshop,CSE,Bharathidasan University,Trichy,Trichy,5
Oeshi Kothari,Startup Networking Night,CSE,Bharathidasan University,Trichy,Trichy,4
Nilima Lala,Cybersecurity Capture the Flag (CTF) Hackathon,AI&DS,SASTRA Deemed to be University,Thanjavur,Thanjavur,4
Zaid Rajan,IoT with Raspberry Pi and Arduino Workshop,EEE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Gautami Bajwa,Blockchain and Cryptocurrencies Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Ekansh Tank,Deep Learning Online Workshop,CSE,St. Joseph's College,Trichy,Trichy,5
Amaira Gulati,Mobile App Development (Android/iOS) Workshop,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3
Sathvik Dave,ACM ICPC Regional Coding Contest,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,1
Thomas Mangat,AI/ML Challenge,CSE,Bharathidasan University,Trichy,Trichy,2
Kashish Ramakrishnan,Big Data Analytics with Apache Spark,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,0
Kamala Garg,Cybersecurity Capture the Flag (CTF) Hackathon,CSE,VIT University,Vellore,Vellore,5
Lohit Sarkar,International Conference on AI and ML,AI&DS,NIT Trichy,Trichy,Trichy,0
Ekaja Bala,IoT with Raspberry Pi and Arduino Workshop,CSBS,Bharathidasan University,Trichy,Trichy,2
Baljiwan Sani,Deep Learning Online Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Ekani Apte,Cloud Computing with AWS Workshop,CSBS,Bharathidasan University,Trichy,Trichy,4
Ayaan Manne,Mobile App Development (Android/iOS) Workshop,ECE,St. Joseph's College,Trichy,Trichy,4
Raagini Ratti,Deep Learning Online Workshop,EEE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Balvan Om,Blockchain and Smart Contracts Workshop,CSBS,Bharathidasan University,Trichy,Trichy,4
Gavin Yohannan,Startup Networking Night,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5
Falan Saran,Cloud Computing with AWS Workshop,EEE,NIT Trichy,Trichy,Trichy,3
Vedika Naidu,Blockchain and Cryptocurrencies Summit,ECE,St. Joseph's College,Trichy,Trichy,2
Yauvani Krishna,Web Development with React Workshop,ECE,St. Joseph's College,Trichy,Trichy,5
Qasim Patel,ACM ICPC Regional Coding Contest,EEE,CIT College of Engineering,Coimbatore,Coimbatore,5
Jackson Halder,Startup Expo and Job Fair,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5
Jalsa Munshi,ACM ICPC Regional Coding Contest,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Wazir Kant,ACM ICPC Regional Coding Contest,EEE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Gagan Verma,Blockchain and Cryptocurrencies Summit,CSE,Anna University,Chennai,Chennai,0
Panini Goel,Blockchain App Development Hackathon,ECE,VIT University,Vellore,Vellore,4
Fariq Badami,RoboWars - Autonomous Robot Battle,CSBS,St. Joseph's College,Trichy,Trichy,0
Ubika Sharma,GitHub Open Source Contribution Day,CSBS,NIT Trichy,Trichy,Trichy,2
Mitesh Dugar,Cloud Computing with AWS Workshop,CSBS,Bharathidasan University,Trichy,Trichy,3
Jacob Deshmukh,Industry Insights Panel,CSE,St. Joseph's College,Trichy,Trichy,3
Jagrati Karnik,Startup Expo and Job Fair,EEE,Bharathidasan University,Trichy,Trichy,3
Gunbir Konda,Sustainability Tech Expo,CSE,NIT Trichy,Trichy,Trichy,3
Hamsini Vyas,Deep Learning Online Workshop,ECE,NIT Trichy,Trichy,Trichy,2
Sara Kadakia,Industry Insights Panel,ECE,NIT Trichy,Trichy,Trichy,3
Anjali Wason,Big Data Analytics with Apache Spark,CSBS,St. Joseph's College,Trichy,Trichy,3
Omkaar Dasgupta,Deep Learning Online Workshop,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4
Harshil Gupta,Business Idea Pitch Competition,CSBS,SSN College of Engineering,Chennai,Chennai,3
Anmol Gopal,Sustainability Tech Expo,AI&DS,Bharathidasan University,Trichy,Trichy,3
Jyoti Bail,Cybersecurity Capture the Flag (CTF) Hackathon,CSE,PSG College of Technology,Coimbatore,Coimbatore,5
Upasna Gara,Techathon 2024,ECE,Bharathidasan University,Trichy,Trichy,5
Yug Rege,RoboWars - Autonomous Robot Battle,CSBS,Bharathidasan University,Trichy,Trichy,5
Dipta Khanna,Webinar on Quantum Computing,CSE,St. Joseph's College,Trichy,Trichy,2
Abhiram Keer,Machine Learning with Python Workshop,ECE,NIT Trichy,Trichy,Trichy,3
Dayamai Brahmbhatt,Langchain for LLM Applications Workshop,AI&DS,Thiagarajar College of Engineering,Madurai,Madurai,5
Guneet Kakar,Blockchain App Development Hackathon,ECE,Bharathidasan University,Trichy,Trichy,4
Maanas Pathak,Tech for Good Challenge,CSE,St. Joseph's College,Trichy,Trichy,2
Hardik Mani,Cloud Computing with AWS Workshop,EEE,St. Joseph's College,Trichy,Trichy,4
Orinder Sarkar,Kaggle Data Science Challenge,AI&DS,NIT Trichy,Trichy,Trichy,5
Charan Wason,Webinar on Quantum Computing,CSBS,Bharathidasan University,Trichy,Trichy,3
Logan Karpe,IoT with Raspberry Pi and Arduino Workshop,EEE,Thiagarajar College of Engineering,Madurai,Madurai,1
Girish Virk,Alumni Networking Evening,ECE,NIT Trichy,Trichy,Trichy,2
Ansh Bhardwaj,Mobile App Development (Android/iOS) Workshop,ECE,NIT Trichy,Trichy,Trichy,3
Nandini Vala,Innovation Week – Showcasing Student Projects,ECE,SSN College of Engineering,Chennai,Chennai,4
Balvan Chandran,AI/ML Challenge,EEE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Fiyaz Saraf,Deep Learning Online Workshop,EEE,NIT Trichy,Trichy,Trichy,4
Urishilla Lal,Deep Learning Online Workshop,AI&DS,CIT College of Engineering,Coimbatore,Coimbatore,3
Rudra Ram,Web Development with React Workshop,EEE,St. Joseph's College,Trichy,Trichy,4
Wriddhish Mohan,Kaggle Data Science Challenge,CSBS,Bharathidasan University,Trichy,Trichy,2
Amruta Dayal,GitHub Open Source Contribution Day,CSBS,VIT University,Vellore,Vellore,4
Qadim Chaudhuri,GitHub Open Source Contribution Day,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3
Aishani Bath,Cybersecurity Trends & Innovations Seminar,AI&DS,NIT Trichy,Trichy,Trichy,3
