Student Name,Event Name,Dept,College,City,District,feedback
Cody Huber,Robotic Process Automation Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Christopher Williams,Smart Cities Forum,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Veronica Gallagher,Sustainable Building Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Jeremiah Baker,Mechatronics and Robotics Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Hannah Lester,Autonomous Vehicle Expo,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Jennifer Wallace,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Donald Tucker,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,4
Courtney Beasley,AI for Healthcare Symposium,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Kelly Cooper,Data Science & AI for Healthcare,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Lindsay Jones,Mechatronics and Robotics Expo,MECH,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Duane Jordan,Mechatronics and Robotics Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Ms. Maria Morris,Space Tech Expo,CSE,SRM Institute of Science and Technology,Chennai,Chennai,4
Jeffrey Hayes,Robotic Process Automation Summit,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Mrs. Peggy Dennis,Wind Energy Innovations Symposium,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
James Jenkins,Sustainable Building Workshop,CIVIL,Sathyabama University,Chennai,Chennai,4
Colton Mcmahon,Cyber Intelligence Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Jocelyn Valenzuela,Mechatronics and Robotics Expo,MECH,Sathyabama University,Chennai,Chennai,5
Jonathan Weeks,Wind Energy Innovations Symposium,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Rachel Park,Smart Cities Forum,CIVIL,Sathyabama University,Chennai,Chennai,2
Erin Burns,Wind Energy Innovations Symposium,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Eric Howard,Space Tech Expo,CSE,Government College of Technology,Trichy,Trichy,4
Travis Adams,Bridge Engineering Workshop,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,3
Timothy Mayo,Mechatronics and Robotics Expo,MECH,SSN College of Engineering,Chennai,Chennai,5
Joshua Gaines,Machine Learning for Finance Forum,AIML,Sathyabama University,Chennai,Chennai,4
Timothy Anderson,AI & Data Engineering Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Anita Miller,Machine Learning for Finance Forum,AIML,SSN College of Engineering,Chennai,Chennai,3
Stacy Sexton,AI for Healthcare Symposium,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4
Ryan Hicks,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Erin Patel,Sustainable Building Workshop,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,5
Dana Gross,AI & Data Engineering Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Kurt Hinton,Sustainable Building Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Charles Diaz,Bridge Engineering Workshop,CIVIL,SSN College of Engineering,Chennai,Chennai,2
Jennifer Collier,AI & Data Engineering Workshop,AI&DS,SSN College of Engineering,Chennai,Chennai,3
Robert Fleming,Robotic Process Automation Summit,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Veronica Newman,Hydropower Engineering Conference,AI&DS,SSN College of Engineering,Chennai,Chennai,3
Kim Cannon,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Catherine Benton,Autonomous Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Lauren Brown,Autonomous Vehicle Expo,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Cheryl Stark,Machine Learning for Finance Forum,AIML,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Mr. Charles Romero DDS,3D Printing Revolution Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
James Moon,Robotic Process Automation Summit,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Marie Avila,AI & Data Engineering Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Jamie Jimenez,Cyber Intelligence Summit,CSBS,Government College of Technology,Trichy,Trichy,5
Miguel Edwards,Hydropower Engineering Conference,AI&DS,Sathyabama University,Chennai,Chennai,3
Angela Fuentes,Data Science & AI for Healthcare,AI&DS,SSN College of Engineering,Chennai,Chennai,5
Christopher Calderon,Smart Cities Forum,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Michelle Kemp,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,4
Sara Peterson MD,Sustainable Building Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Jessica Christian,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Troy Wood,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Holly Hart,Robotic Process Automation Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Samantha Wilkinson,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Joseph Morgan,Mechatronics and Robotics Expo,MECH,Government College of Technology,Trichy,Trichy,5
Annette Cross,Autonomous Vehicle Expo,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
James Snyder,Robotic Process Automation Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Joseph Thompson,Robotic Process Automation Summit,CSE,Government College of Technology,Trichy,Trichy,4
Monica Stephens,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Jeffrey Henson,Smart Cities Forum,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Brian Anderson,Hydropower Engineering Conference,AI&DS,Government College of Technology,Trichy,Trichy,4
Luis Nelson,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Adam Wagner,Hydropower Engineering Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Rebecca Butler,Advanced Robotics Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Martin Richard,3D Printing Revolution Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Stephen Orr,Hydropower Engineering Conference,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Christine Johnson,Blockchain for Supply Chains Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Vincent Townsend,Blockchain for Supply Chains Summit,CSBS,Government College of Technology,Trichy,Trichy,4
Robert Davis,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Paul Hawkins,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Donna Meyer,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Steven Ruiz,AI for Healthcare Symposium,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5
Jennifer Hill,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Reginald Vasquez,Autonomous Vehicle Expo,ECE,Government College of Technology,Trichy,Trichy,4
Peter Brewer,Hydropower Engineering Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Patrick Johnson,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,2
Tyler Wilson,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Laura Taylor,Robotic Process Automation Summit,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Susan Nelson,Machine Learning for Finance Forum,AIML,SSN College of Engineering,Chennai,Chennai,4
Teresa Perez,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Calvin Hill,Data Science & AI for Healthcare,AI&DS,SSN College of Engineering,Chennai,Chennai,5
James Hicks,Mechatronics and Robotics Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Deborah Roberts,Smart Cities Forum,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Joshua Wang,Blockchain for Supply Chains Summit,CSBS,Government College of Technology,Trichy,Trichy,5
Michael Mckenzie,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Sarah Clark,AI & Data Engineering Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Lisa Morgan,Machine Learning for Finance Forum,AIML,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Brenda Moreno,Cyber Intelligence Summit,CSBS,Government College of Technology,Trichy,Trichy,4
Tom Ibarra,Advanced Robotics Workshop,CSE,Sathyabama University,Chennai,Chennai,3
Dennis Torres,Smart Cities Forum,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Mr. Barry Schroeder MD,Sustainable Building Workshop,CIVIL,Government College of Technology,Trichy,Trichy,4
Robert Cain,Space Tech Expo,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3
Samuel Jackson,Cyber Intelligence Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Mary Cruz,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Brian Powell,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Erica Smith,Advanced Robotics Workshop,CSE,SSN College of Engineering,Chennai,Chennai,4
Christopher Tyler,Cyber Intelligence Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Kenneth Farley,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Stephen Caldwell,Autonomous Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Frederick Weaver,Space Tech Expo,CSE,SSN College of Engineering,Chennai,Chennai,3
Monica Anderson,Autonomous Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Alexander Ramos,Robotic Process Automation Summit,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Elizabeth Galloway,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Vicki Mcclain,Hydropower Engineering Conference,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
John Moore,AI & Data Engineering Workshop,AI&DS,Government College of Technology,Trichy,Trichy,5
James Duncan,3D Printing Revolution Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Alexandra Martinez,Robotic Process Automation Summit,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Carolyn Brady,3D Printing Revolution Expo,MECH,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Mark Hall,Machine Learning for Finance Forum,AIML,SRM Institute of Science and Technology,Chennai,Chennai,4
Katherine Ellison,Hydropower Engineering Conference,AI&DS,Government College of Technology,Trichy,Trichy,3
Joshua Rice,Advanced Robotics Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Dawn Wells,Data Science & AI for Healthcare,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
John Solis,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Kelly Park,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Jeffrey Harris,Robotic Process Automation Summit,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Rodney Smith,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Amanda Guerra,Advanced Robotics Workshop,CSE,SRM Institute of Science and Technology,Chennai,Chennai,5
Michael Terry,Smart Cities Forum,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Andre Esparza,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Benjamin Frederick,Autonomous Vehicle Expo,ECE,Sathyabama University,Chennai,Chennai,4
Alexis Allen,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
James Rogers,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,4
Donna Phillips,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Matthew Hayes,Smart Cities Forum,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Scott Allen,AI & Data Engineering Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Michael Hanson,Blockchain for Supply Chains Summit,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Michael Bell,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Mark Mcmillan MD,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Danielle Hanna,Bridge Engineering Workshop,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,4
Susan Anderson,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Alyssa Hurley,3D Printing Revolution Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
John Walker,Advanced Robotics Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
William Torres,Wind Energy Innovations Symposium,ECE,SRM Institute of Science and Technology,Chennai,Chennai,2
Kelli Massey,AI for Healthcare Symposium,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Timothy Hernandez,Autonomous Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Holly Valdez,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Todd Cochran,Data Science & AI for Healthcare,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Michael Sims,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,3
Michelle Mendoza,Advanced Robotics Workshop,CSE,Government College of Technology,Trichy,Trichy,5
Cathy Levine,3D Printing Revolution Expo,MECH,Government College of Technology,Trichy,Trichy,4
Angela Rodriguez MD,Autonomous Vehicle Expo,ECE,SSN College of Engineering,Chennai,Chennai,4
Michael Steele,Smart Cities Forum,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,2
Alexandria Murphy,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
James Murphy,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Lisa Ruiz,Wind Energy Innovations Symposium,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Timothy Price,Cyber Intelligence Summit,CSBS,SSN College of Engineering,Chennai,Chennai,5
Hannah Mckenzie,Mechatronics and Robotics Expo,MECH,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Mark Martin,Sustainable Building Workshop,CIVIL,SSN College of Engineering,Chennai,Chennai,4
Jacob Gonzales,Machine Learning for Finance Forum,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Christopher Houston,Smart Cities Forum,CIVIL,Government College of Technology,Trichy,Trichy,4
Johnny Forbes,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,3
Andrew Wells,AI for Healthcare Symposium,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
James Miller,Machine Learning for Finance Forum,AIML,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Luis Ortiz,3D Printing Revolution Expo,MECH,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Johnny Hayden,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,3
Melissa Munoz,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Jose Mathews,Machine Learning for Finance Forum,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Melissa Davis,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Matthew Estrada,Autonomous Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Kenneth Best,Machine Learning for Finance Forum,AIML,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Jenna Burgess,AI & Data Engineering Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,3
Darren Whitaker,Mechatronics and Robotics Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Charles Saunders,Bridge Engineering Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Elizabeth Taylor,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Brandy Sanchez,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Beverly Johnson,Hydropower Engineering Conference,AI&DS,SSN College of Engineering,Chennai,Chennai,3
Amy Fleming,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Joseph Bailey,Advanced Robotics Workshop,CSE,SSN College of Engineering,Chennai,Chennai,3
Christopher Clark,Hydropower Engineering Conference,AI&DS,Government College of Technology,Trichy,Trichy,3
Jaime Meyer,Machine Learning for Finance Forum,AIML,Sathyabama University,Chennai,Chennai,5
Trevor Newton,Wind Energy Innovations Symposium,ECE,SSN College of Engineering,Chennai,Chennai,3
Michael Miller,Wind Energy Innovations Symposium,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Jerome Gallegos,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Stephanie Garcia,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Taylor Smith,Data Science & AI for Healthcare,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Jonathan Cole,AI for Healthcare Symposium,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Anna Baker,Sustainable Building Workshop,CIVIL,SSN College of Engineering,Chennai,Chennai,5
Dr. Anthony Webster,Wind Energy Innovations Symposium,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Rodney Garcia,Machine Learning for Finance Forum,AIML,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Valerie Rivers,Advanced Robotics Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Paula Blake,Cyber Intelligence Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
John Sutton,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Jack Garrett,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Amanda Rivera,Blockchain for Supply Chains Summit,CSBS,Sathyabama University,Chennai,Chennai,2
Felicia Rodriguez,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Christopher Garrett,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Thomas Brown,Wind Energy Innovations Symposium,ECE,SRM Institute of Science and Technology,Chennai,Chennai,2
Sara Smith,Machine Learning for Finance Forum,AIML,SRM Institute of Science and Technology,Chennai,Chennai,3
Jessica Coffey,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Meredith Fernandez,3D Printing Revolution Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Charles Smith,Autonomous Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,4
Mr. Michael Aguilar,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Misty Mcdonald,Data Science & AI for Healthcare,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Sarah Gutierrez,Hydropower Engineering Conference,AI&DS,SSN College of Engineering,Chennai,Chennai,4
Sheila Johnson,Advanced Robotics Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Jennifer Powell,Machine Learning for Finance Forum,AIML,SSN College of Engineering,Chennai,Chennai,3
Gina Perkins,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Victor Marsh,Blockchain for Supply Chains Summit,CSBS,Sathyabama University,Chennai,Chennai,3
Earl Campbell,Autonomous Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Jose Bowers,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Wayne Sharp,Hydropower Engineering Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Sheena Reed,Cyber Intelligence Summit,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Austin Nguyen,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,3
Vanessa Little,Mechatronics and Robotics Expo,MECH,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Keith Brown,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Casey Vargas,Sustainable Building Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Cathy Lee,Smart Cities Forum,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Cynthia Price,Autonomous Vehicle Expo,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Krista Parks,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Leslie Castillo,3D Printing Revolution Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Deanna Williams,Autonomous Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,5
Katie Burns,Data Science & AI for Healthcare,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Joseph Gutierrez,Space Tech Expo,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Abigail Allen,Machine Learning for Finance Forum,AIML,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Colleen Klein MD,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,4
Robert Cunningham,Sustainable Building Workshop,CIVIL,SSN College of Engineering,Chennai,Chennai,4
Carla Ramirez,Advanced Robotics Workshop,CSE,Sathyabama University,Chennai,Chennai,3
Casey Hamilton,AI & Data Engineering Workshop,AI&DS,Government College of Technology,Trichy,Trichy,3
Donald Diaz,Mechatronics and Robotics Expo,MECH,Government College of Technology,Trichy,Trichy,5
Andrew Good,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Scott Little,Advanced Robotics Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
James Glenn,Advanced Robotics Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Stacey Zamora,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Cathy Glover,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Kristina Smith,Blockchain for Supply Chains Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Karen Medina,Autonomous Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Chad Gibbs,Data Science & AI for Healthcare,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
John Jackson,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Bryan Johnson,AI & Data Engineering Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Joseph Ramos,Machine Learning for Finance Forum,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Jeremy Brown,Smart Cities Forum,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Jennifer Mcdaniel,Hydropower Engineering Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Jason Johnson,AI for Healthcare Symposium,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Christina Wright,Smart Cities Forum,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Patricia Davidson,Hydropower Engineering Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Jody Little,Sustainable Building Workshop,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Denise Thomas,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Christopher Smith,Wind Energy Innovations Symposium,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Robert Rhodes,Mechatronics and Robotics Expo,MECH,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Karen Ewing,AI for Healthcare Symposium,AI&DS,Government College of Technology,Trichy,Trichy,4
Deanna Webb,Smart Cities Forum,CIVIL,Sathyabama University,Chennai,Chennai,2
Mary Sparks,AI & Data Engineering Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Amber Russell,AI for Healthcare Symposium,AI&DS,Sathyabama University,Chennai,Chennai,3
Lucas Kaiser,Space Tech Expo,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Brittney Jenkins,Autonomous Vehicle Expo,ECE,Government College of Technology,Trichy,Trichy,5
Bradley Browning,Data Science & AI for Healthcare,AI&DS,SSN College of Engineering,Chennai,Chennai,5
Jimmy Jones,Machine Learning for Finance Forum,AIML,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Kenneth Livingston,AI for Healthcare Symposium,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Willie Lane,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Chelsea Serrano,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Laura Smith,Bridge Engineering Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Stacy Montoya,Wind Energy Innovations Symposium,ECE,SSN College of Engineering,Chennai,Chennai,3
Melissa Armstrong,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Nathan Davies,Blockchain for Supply Chains Summit,CSBS,Government College of Technology,Trichy,Trichy,4
Sandra King,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Monica Pena,Bridge Engineering Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
